id,name,company,manufacturer_id,sort
1258197,Samsung Galaxy A71 5G,Samsung,114512,0
1258086,Samsung Galaxy A72,Samsung,114512,34
1258156,Samsung Galaxy A72 4G,Samsung,114512,0
1258183,Samsung Galaxy A73,Samsung,114512,0
1258292,Samsung Galaxy A73-5G,Samsung,114512,0
1258092,Samsung Galaxy A80,Samsung,114512,35
1258091,Samsung Galaxy A90,Samsung,114512,36
1258216,Samsung Galaxy J5 Pro 2017 SM-J530,Samsung,114512,0
1258113,Samsung Galaxy J8,Samsung,114512,37
1258235,Samsung Galaxy M32,Samsung,114512,0
1258161,Samsung Galaxy M51,Samsung,114512,0
1258277,Samsung Galaxy M51,Samsung,114512,0
1258463,Samsung Galaxy Note 10 Lite,Samsung,114512,0
1258293,Samsung Galaxy Note 20 Ultra,Samsung,114512,0
1258289,Samsung Galaxy Note 8,Samsung,114512,0
1257966,Samsung Galaxy Note N7000,Samsung,114512,38
1258163,Samsung Galaxy Note10,Samsung,114512,0
1258164,Samsung Galaxy Note10 Plus,Samsung,114512,0
1258123,Samsung Galaxy Note20,Samsung,114512,39
1258124,Samsung Galaxy Note20 Ultra,Samsung,114512,40
1258252,Samsung Galaxy s10,Samsung,114512,0
1258224,Samsung Galaxy S10 plus,Samsung,114512,0
1258047,Samsung Galaxy S20,Samsung,114512,41
1258056,Samsung Galaxy S20 FE,Samsung,114512,42
1258054,Samsung Galaxy S20 Plus,Samsung,114512,43
1258046,Samsung Galaxy S20 Ultra,Samsung,114512,44
1258083,Samsung Galaxy S21,Samsung,114512,45
1258269,Samsung Galaxy S21,Samsung,114512,0
1258200,Samsung Galaxy S21 5G,Samsung,114512,0
1258284,Samsung Galaxy S21 FE,Samsung,114512,0
1258180,Samsung Galaxy S21 FE 5G,Samsung,114512,0
1258085,Samsung Galaxy S21 Plus,Samsung,114512,46
1258278,Samsung Galaxy S21 Plus,Samsung,114512,0
1258084,Samsung Galaxy S21 Ultra,Samsung,114512,47
1258276,Samsung Galaxy S21 Ultra,Samsung,114512,0
1258165,Samsung Galaxy S22,Samsung,114512,0
1258306,Samsung Galaxy S22,Samsung,114512,0
1258166,Samsung Galaxy S22 Plus,Samsung,114512,0
1258291,Samsung Galaxy S22 Plus,Samsung,114512,0
1258162,Samsung Galaxy S22 Ultra,Samsung,114512,0
1258285,Samsung Galaxy S22 Ultra,Samsung,114512,0
